"","transectId","originTagNum","end5mTagNum","plantID","x_Mike Bone, Stanton Schell","x_Arich Fruehling, Leah Veldhuisen","x_Geena Poulter, Michelle DePrenger-Levin","x_Michael Bone, Stanton Schell","x_Michael Guidi, Brooke Washburn, Syed Jalalzai","y_Mike Bone, Stanton Schell","y_Arich Fruehling, Leah Veldhuisen","y_Geena Poulter, Michelle DePrenger-Levin","y_Michael Bone, Stanton Schell","y_Michael Guidi, Brooke Washburn, Syed Jalalzai"
"283",8,1437,1445,1553,"0.91",NA,"0.91",NA,NA,"1.57",NA,"1.55",NA,NA
"284",8,1437,1445,1554,"0.76",NA,NA,NA,NA,"1.68",NA,NA,NA,NA
"285",8,1437,1445,1555,"0.35",NA,"0.34",NA,NA,"1.7",NA,"1.7",NA,NA
"286",8,1437,1445,1556,"0.8",NA,NA,NA,NA,"1.72",NA,NA,NA,NA
"287",8,1437,1445,116,"0.75",NA,"0.75",NA,NA,"1.75",NA,"1.75",NA,NA
"288",8,1437,1445,1557,"0.68",NA,NA,NA,NA,"1.8",NA,NA,NA,NA
"289",8,1437,1445,1724,NA,NA,"0.76",NA,NA,NA,NA,"1.8",NA,NA
"290",8,1437,1445,1558,"0.58",NA,NA,NA,NA,"1.85",NA,NA,NA,NA
"291",8,1437,1445,1725,NA,NA,"0.68",NA,NA,NA,NA,"1.85",NA,NA
"292",8,1437,1445,1559,"0.91",NA,"0.91",NA,NA,"1.9",NA,"1.9",NA,NA
"293",8,1437,1445,1560,"0.58",NA,NA,NA,NA,"1.92",NA,NA,NA,NA
"294",8,1437,1445,1726,NA,NA,"0.6",NA,NA,NA,NA,"1.95",NA,NA
"295",8,1437,1445,1561,"0.9",NA,NA,NA,NA,"2",NA,NA,NA,NA
"296",8,1437,1445,1562,"0.13",NA,"0.13",NA,NA,"2.07",NA,"2.05",NA,NA
"297",8,1437,1445,1563,"0.52",NA,NA,NA,NA,"2.07",NA,NA,NA,NA
"298",8,1437,1445,1564,"0.67",NA,NA,NA,NA,"2.07",NA,NA,NA,NA
"299",8,1437,1445,1565,"0.33",NA,NA,NA,NA,"2.13",NA,NA,NA,NA
"300",8,1437,1445,1566,"0.48",NA,"0.49",NA,NA,"2.21",NA,"2.2",NA,NA
"301",8,1437,1445,1567,"0.64",NA,"0.67",NA,NA,"2.21",NA,"2.2",NA,NA
"302",8,1437,1445,112,"0.25",NA,"0.25",NA,NA,"2.25",NA,"2.25",NA,NA
"303",8,1437,1445,1727,NA,NA,"0.04",NA,NA,NA,NA,"2.3",NA,NA
"304",8,1437,1445,1568,"0.28",NA,"0.28",NA,NA,"2.35",NA,"2.35",NA,NA
"305",8,1437,1445,1728,NA,NA,"0.05",NA,NA,NA,NA,"2.4",NA,NA
"306",8,1437,1445,1729,NA,NA,"0.55",NA,NA,NA,NA,"2.5",NA,NA
"307",8,1437,1445,1569,"0.3",NA,"0.3",NA,NA,"2.52",NA,"2.55",NA,NA
"308",8,1437,1445,1571,"0.72",NA,"0.72",NA,NA,"2.56",NA,"2.55",NA,NA
"309",8,1437,1445,1570,"0.28",NA,NA,NA,NA,"2.56",NA,NA,NA,NA
"310",8,1437,1445,1572,"0.17",NA,NA,NA,NA,"2.7",NA,NA,NA,NA
"311",8,1437,1445,1573,"0.5",NA,NA,NA,NA,"2.7",NA,NA,NA,NA
"312",8,1437,1445,1574,"0.64",NA,NA,NA,NA,"2.7",NA,NA,NA,NA
"313",8,1437,1445,1731,NA,NA,"0.49",NA,NA,NA,NA,"2.75",NA,NA
"314",8,1437,1445,1730,NA,NA,"0.65",NA,NA,NA,NA,"2.75",NA,NA
"315",8,1437,1445,117,"0.75",NA,"0.75",NA,NA,"2.75",NA,"2.75",NA,NA
"316",8,1437,1445,1732,NA,NA,"0.03",NA,NA,NA,NA,"2.85",NA,NA
"317",8,1437,1445,1575,"0.5",NA,"0.5",NA,NA,"2.85",NA,"2.85",NA,NA
"318",8,1437,1445,1576,"0.3",NA,NA,NA,NA,"2.92",NA,NA,NA,NA
"319",8,1437,1445,1733,NA,NA,"0.27",NA,NA,NA,NA,"2.95",NA,NA
"320",8,1437,1445,1578,"0.4",NA,"0.39",NA,NA,"2.99",NA,"3",NA,NA
"321",8,1437,1445,1577,NA,NA,"0.43",NA,NA,NA,NA,"3",NA,NA
"322",8,1437,1445,1579,"0.15",NA,"0.16",NA,NA,"3.19",NA,"3.2",NA,NA
"323",8,1437,1445,1580,"0.13",NA,NA,NA,NA,"3.25",NA,NA,NA,NA
"324",8,1437,1445,113,"0.25",NA,"0.25",NA,NA,"3.25",NA,"3.25",NA,NA
"325",8,1437,1445,1734,NA,NA,"0.13",NA,NA,NA,NA,"3.3",NA,NA
"326",8,1437,1445,1581,"0.52",NA,NA,NA,NA,"3.3",NA,NA,NA,NA
"327",8,1437,1445,1582,"0.68",NA,NA,NA,NA,"3.37",NA,NA,NA,NA
"328",8,1437,1445,1583,"0.51",NA,"0.51",NA,NA,"3.51",NA,"3.5",NA,NA
"329",8,1437,1445,1584,"0.11",NA,NA,NA,NA,"3.56",NA,NA,NA,NA
"330",8,1437,1445,1585,"0.18",NA,"0.18",NA,NA,"3.59",NA,"3.6",NA,NA
"331",8,1437,1445,1735,NA,NA,"0.1",NA,NA,NA,NA,"3.6",NA,NA
"332",8,1437,1445,1587,"0.66",NA,"0.67",NA,NA,"3.64",NA,"3.65",NA,NA
"333",8,1437,1445,1586,"0.22",NA,"0.23",NA,NA,"3.65",NA,"3.65",NA,NA
"334",8,1437,1445,1588,"0.26",NA,"0.28",NA,NA,"3.75",NA,"3.75",NA,NA
"335",8,1437,1445,1589,"0.38",NA,"0.4",NA,NA,"3.75",NA,"3.75",NA,NA
"336",8,1437,1445,1736,NA,NA,"0.75",NA,NA,NA,NA,"3.75",NA,NA
"337",8,1437,1445,1737,NA,NA,"0.65",NA,NA,NA,NA,"3.9",NA,NA
"338",8,1437,1445,1738,NA,NA,"0",NA,NA,NA,NA,"3.95",NA,NA
"339",8,1437,1445,1590,"0.48",NA,"0.52",NA,NA,"3.98",NA,"3.95",NA,NA
"340",8,1437,1445,1591,"0.84",NA,"0.87",NA,NA,"3.98",NA,"3.95",NA,NA
"341",8,1437,1445,1592,"0.25",NA,"0.3",NA,NA,"4.03",NA,"4.05",NA,NA
"342",8,1437,1445,1739,NA,NA,"0.66",NA,NA,NA,NA,"4.05",NA,NA
"343",8,1437,1445,1593,"0.06",NA,NA,NA,NA,"4.1",NA,NA,NA,NA
"344",8,1437,1445,1740,NA,NA,"0.14",NA,NA,NA,NA,"4.1",NA,NA
"345",8,1437,1445,1594,"0.99",NA,NA,NA,NA,"4.1",NA,NA,NA,NA
"346",8,1437,1445,1595,"0.91",NA,NA,NA,NA,"4.15",NA,NA,NA,NA
"347",8,1437,1445,114,"0.25",NA,"0.25",NA,NA,"4.25",NA,"4.25",NA,NA
"348",8,1437,1445,1596,"0.05",NA,NA,NA,NA,"4.32",NA,NA,NA,NA
"349",8,1437,1445,1742,NA,NA,"0",NA,NA,NA,NA,"4.35",NA,NA
"350",8,1437,1445,1741,NA,NA,"0.13",NA,NA,NA,NA,"4.35",NA,NA
"351",8,1437,1445,1597,"0.6",NA,"0.58",NA,NA,"4.75",NA,"4.75",NA,NA
"352",8,1437,1445,118,"0.75",NA,"0.75",NA,NA,"4.75",NA,"4.75",NA,NA
"353",8,1437,1445,1598,"0.97",NA,NA,NA,NA,"4.87",NA,NA,NA,NA
"354",8,1437,1445,1599,"0.52",NA,NA,NA,NA,"4.93",NA,NA,NA,NA
"355",9,290,1033,122,NA,"0.17","0.17",NA,NA,NA,"0.15","0.15",NA,NA
"356",9,290,1033,135,NA,"0.84","0.84",NA,NA,NA,"0.15","0.15",NA,NA
"357",9,290,1033,136,NA,"0.85","0.85",NA,NA,NA,"0.19","0.19",NA,NA
"358",9,290,1033,1651,NA,"0.37","0.37",NA,NA,NA,"0.85","0.85",NA,NA
"359",9,290,1033,129,NA,"0.62","0.62",NA,NA,NA,"1","1",NA,NA
"360",9,290,1033,125,NA,"0.39","0.39",NA,NA,NA,"1.08","1.08",NA,NA
"361",9,290,1033,1652,NA,"0.63",NA,NA,NA,NA,"1.08",NA,NA,NA
"362",9,290,1033,128,NA,"0.56","0.56",NA,NA,NA,"1.2","1.2",NA,NA
"363",9,290,1033,119,NA,"0","0",NA,NA,NA,"1.25","1.25",NA,NA
"364",9,290,1033,127,NA,"0.53","0.53",NA,NA,NA,"1.3","1.3",NA,NA
"365",9,290,1033,1653,NA,"0.74","0.74",NA,NA,NA,"1.5","1.5",NA,NA
"366",9,290,1033,1654,NA,"0.31","0.31",NA,NA,NA,"1.56","1.56",NA,NA
"367",9,290,1033,137,NA,"0.86","0.86",NA,NA,NA,"1.65","1.65",NA,NA
"368",9,290,1033,1655,NA,"0.63","0.63",NA,NA,NA,"2.05","2.05",NA,NA
"369",9,290,1033,132,NA,"0.75","0.75",NA,NA,NA,"2.05","2.05",NA,NA
"370",9,290,1033,1656,NA,"0","0",NA,NA,NA,"2.5","2.5",NA,NA
"371",9,290,1033,133,NA,"0.79","0.79",NA,NA,NA,"2.55","2.55",NA,NA
"372",9,290,1033,1743,NA,NA,"0.2",NA,NA,NA,NA,"2.65",NA,NA
"373",9,290,1033,138,NA,"0.91","0.91",NA,NA,NA,"2.75","2.75",NA,NA
"374",9,290,1033,1657,NA,"0.5","0.5",NA,NA,NA,"2.8","2.8",NA,NA
"375",9,290,1033,124,NA,"0.29","0.29",NA,NA,NA,"3.05","3.05",NA,NA
"376",9,290,1033,1658,NA,"0.2","0.2",NA,NA,NA,"3.07","3.07",NA,NA
"377",9,290,1033,126,NA,"0.46","0.46",NA,NA,NA,"3.4","3.4",NA,NA
"378",9,290,1033,134,NA,"0.8","0.8",NA,NA,NA,"3.71","3.71",NA,NA
"379",9,290,1033,123,NA,"0.25","0.25",NA,NA,NA,"3.8","3.8",NA,NA
"380",9,290,1033,120,NA,"0.03","0.03",NA,NA,NA,"3.85","3.85",NA,NA
"381",9,290,1033,131,NA,"0.7","0.7",NA,NA,NA,"3.85","3.85",NA,NA
"382",9,290,1033,1659,NA,"0.5","0.5",NA,NA,NA,"4.2","4.2",NA,NA
"383",9,290,1033,121,NA,"0.12","0.12",NA,NA,NA,"4.3","4.3",NA,NA
"384",9,290,1033,130,NA,"0.64","0.64",NA,NA,NA,"4.5","4.5",NA,NA
"385",10,1055,1072,144,NA,"0.24","0.24",NA,NA,NA,"0.04","0.04",NA,NA
"386",10,1055,1072,152,NA,"0.27","0.27",NA,NA,NA,"0.08","0.08",NA,NA
"387",10,1055,1072,155,NA,"0.38","0.38",NA,NA,NA,"0.09","0.09",NA,NA
"388",10,1055,1072,142,NA,"0.15","0.15",NA,NA,NA,"0.18","0.18",NA,NA
"389",10,1055,1072,163,NA,"0.65","0.65",NA,NA,NA,"0.2","0.2",NA,NA
"390",10,1055,1072,164,NA,"0.65","0.65",NA,NA,NA,"0.21","0.21",NA,NA
"391",10,1055,1072,139,NA,"0.04","0.04",NA,NA,NA,"0.24","0.24",NA,NA
"392",10,1055,1072,145,NA,"0.25","0.25",NA,NA,NA,"0.25","0.25",NA,NA
"393",10,1055,1072,140,NA,"0.08","0.08",NA,NA,NA,"0.27","0.27",NA,NA
"394",10,1055,1072,1660,NA,"0.4","0.4",NA,NA,NA,"0.3","0.3",NA,NA
"395",10,1055,1072,1747,NA,NA,"0.43",NA,NA,NA,NA,"0.35",NA,NA
"396",10,1055,1072,153,NA,"0.3","0.3",NA,NA,NA,"0.4","0.4",NA,NA
"397",10,1055,1072,171,NA,"0.79","0.79",NA,NA,NA,"0.515","0.515",NA,NA
"398",10,1055,1072,1661,NA,"0.98",NA,NA,NA,NA,"0.52",NA,NA,NA
"399",10,1055,1072,172,NA,"0.8","0.8",NA,NA,NA,"0.6","0.6",NA,NA
"400",10,1055,1072,1662,NA,"0.22","0.23",NA,NA,NA,"0.65","0.65",NA,NA
"401",10,1055,1072,166,NA,"0.75","0.75",NA,NA,NA,"0.75","0.75",NA,NA
"402",10,1055,1072,159,NA,"0.515","0.515",NA,NA,NA,"0.79","0.79",NA,NA
"403",10,1055,1072,160,NA,"0.6","0.6",NA,NA,NA,"0.8","0.8",NA,NA
"404",10,1055,1072,146,NA,"0.25","0.25",NA,NA,NA,"0.81","0.81",NA,NA
"405",10,1055,1072,173,NA,"0.89","0.89",NA,NA,NA,"0.82","0.82",NA,NA
"406",10,1055,1072,162,NA,"0.64","0.64",NA,NA,NA,"0.86","0.86",NA,NA
"407",10,1055,1072,147,NA,"0.25","0.25",NA,NA,NA,"1","1",NA,NA
"408",10,1055,1072,141,NA,"0.08","0.08",NA,NA,NA,"1.03","1.03",NA,NA
"409",10,1055,1072,165,NA,"0.67","0.67",NA,NA,NA,"1.1","1.1",NA,NA
"410",10,1055,1072,1748,NA,NA,"0.97",NA,NA,NA,NA,"1.1",NA,NA
"411",10,1055,1072,143,NA,"0.16","0.16",NA,NA,NA,"1.15","1.15",NA,NA
"412",10,1055,1072,148,NA,"0.25","0.25",NA,NA,NA,"1.25","1.25",NA,NA
"413",10,1055,1072,1744,NA,NA,"0.32",NA,NA,NA,NA,"1.65",NA,NA
"414",10,1055,1072,1663,NA,"0.28",NA,NA,NA,NA,"1.68",NA,NA,NA
"415",10,1055,1072,167,NA,"0.75","0.75",NA,NA,NA,"1.75","1.75",NA,NA
"416",10,1055,1072,154,NA,"0.3","0.3",NA,NA,NA,"1.85","1.85",NA,NA
"417",10,1055,1072,161,NA,"0.6","0.6",NA,NA,NA,"1.91","1.91",NA,NA
"418",10,1055,1072,157,NA,"0.43","0.43",NA,NA,NA,"1.92","1.92",NA,NA
"419",10,1055,1072,158,NA,"0.49","0.49",NA,NA,NA,"1.92","1.92",NA,NA
"420",10,1055,1072,149,NA,"0.25","0.25",NA,NA,NA,"2.25","2.25",NA,NA
"421",10,1055,1072,168,NA,"0.75","0.75",NA,NA,NA,"2.75","2.75",NA,NA
"422",10,1055,1072,150,NA,"0.25","0.25",NA,NA,NA,"3.25","3.25",NA,NA
"423",10,1055,1072,1745,NA,NA,"0.65",NA,NA,NA,NA,"3.65",NA,NA
"424",10,1055,1072,169,NA,"0.75","0.75",NA,NA,NA,"3.75","3.75",NA,NA
"425",10,1055,1072,156,NA,"0.42","0.42",NA,NA,NA,"4.04","4.04",NA,NA
"426",10,1055,1072,151,NA,"0.25","0.25",NA,NA,NA,"4.25","4.25",NA,NA
"427",10,1055,1072,1746,NA,NA,"0.88",NA,NA,NA,NA,"4.45",NA,NA
"428",10,1055,1072,170,NA,"0.75","0.75",NA,NA,NA,"4.75","4.75",NA,NA
"429",11,1065,1451,174,NA,"0.02","0.02",NA,NA,NA,"1.8","1.8",NA,NA
"430",11,1065,1451,177,NA,"0.51","0.51",NA,NA,NA,"1.8","1.8",NA,NA
"431",11,1065,1451,1664,NA,"0.22",NA,NA,NA,NA,"2.17",NA,NA,NA
"432",11,1065,1451,176,NA,"0.33","0.33",NA,NA,NA,"2.2","2.2",NA,NA
"433",11,1065,1451,1665,NA,"0.33",NA,NA,NA,NA,"2.45",NA,NA,NA
"434",11,1065,1451,179,NA,"0.83","0.83",NA,NA,NA,"2.6","2.6",NA,NA
"435",11,1065,1451,1666,NA,"0.92","0.9",NA,NA,NA,"3.1","3.1",NA,NA
"436",11,1065,1451,1667,NA,"0.38",NA,NA,NA,NA,"3.28",NA,NA,NA
"437",11,1065,1451,1668,NA,"0.55","0.57",NA,NA,NA,"3.4","3.4",NA,NA
"438",11,1065,1451,1669,NA,"0.8","0.81",NA,NA,NA,"3.4","3.4",NA,NA
"439",11,1065,1451,1670,NA,"0.92",NA,NA,NA,NA,"3.4",NA,NA,NA
"440",11,1065,1451,180,NA,"0.93","0.93",NA,NA,NA,"3.6","3.6",NA,NA
"441",11,1065,1451,1671,NA,"0.36",NA,NA,NA,NA,"4.3",NA,NA,NA
"442",11,1065,1451,1672,NA,"0.42",NA,NA,NA,NA,"4.4",NA,NA,NA
"443",11,1065,1451,1673,NA,"0.29",NA,NA,NA,NA,"4.45",NA,NA,NA
"444",11,1065,1451,1749,NA,NA,"0.32",NA,NA,NA,NA,"4.5",NA,NA
"445",11,1065,1451,1674,NA,"0.72",NA,NA,NA,NA,"4.55",NA,NA,NA
"446",11,1065,1451,1675,NA,"0.47",NA,NA,NA,NA,"4.57",NA,NA,NA
"447",11,1065,1451,1676,NA,"0.32",NA,NA,NA,NA,"4.6",NA,NA,NA
"448",11,1065,1451,1751,NA,NA,"0.34",NA,NA,NA,NA,"4.65",NA,NA
"449",11,1065,1451,1750,NA,NA,"0.52",NA,NA,NA,NA,"4.65",NA,NA
"450",11,1065,1451,178,NA,"0.77","0.77",NA,NA,NA,"4.65","4.65",NA,NA
"451",11,1065,1451,1677,NA,"0.54",NA,NA,NA,NA,"4.71",NA,NA,NA
"452",11,1065,1451,1678,NA,"0.46",NA,NA,NA,NA,"4.73",NA,NA,NA
"453",11,1065,1451,175,NA,"0.03","0.03",NA,NA,NA,"4.95","4.95",NA,NA
"454",12,1060,1045,182,NA,"0.25",NA,NA,NA,NA,"0.25",NA,NA,NA
"455",12,1060,1045,190,NA,"0.75",NA,NA,NA,NA,"0.75",NA,NA,NA
"456",12,1060,1045,183,NA,"0.25",NA,NA,NA,NA,"1.25",NA,NA,NA
"457",12,1060,1045,191,NA,"0.75",NA,NA,NA,NA,"1.75",NA,NA,NA
"458",12,1060,1045,1679,NA,"0.65",NA,NA,NA,NA,"2.12",NA,NA,NA
"459",12,1060,1045,184,NA,"0.25",NA,NA,NA,NA,"2.25",NA,NA,NA
"460",12,1060,1045,1680,NA,"0.65",NA,NA,NA,NA,"2.33",NA,NA,NA
"461",12,1060,1045,188,NA,"0.35",NA,NA,NA,NA,"2.43",NA,NA,NA
"462",12,1060,1045,192,NA,"0.75",NA,NA,NA,NA,"2.75",NA,NA,NA
"463",12,1060,1045,186,NA,"0.3",NA,NA,NA,NA,"2.8",NA,NA,NA
"464",12,1060,1045,181,NA,"0.2",NA,NA,NA,NA,"2.85",NA,NA,NA
"465",12,1060,1045,1681,NA,"0.33",NA,NA,NA,NA,"3.02",NA,NA,NA
"466",12,1060,1045,1682,NA,"0.05",NA,NA,NA,NA,"3.15",NA,NA,NA
"467",12,1060,1045,185,NA,"0.25",NA,NA,NA,NA,"3.25",NA,NA,NA
"468",12,1060,1045,1683,NA,"0.82",NA,NA,NA,NA,"3.4",NA,NA,NA
"469",12,1060,1045,1684,NA,"0.92",NA,NA,NA,NA,"3.4",NA,NA,NA
"470",12,1060,1045,1685,NA,"0.73",NA,NA,NA,NA,"3.7",NA,NA,NA
"471",12,1060,1045,193,NA,"0.75",NA,NA,NA,NA,"3.75",NA,NA,NA
"472",12,1060,1045,189,NA,"0.7",NA,NA,NA,NA,"4.15",NA,NA,NA
"473",12,1060,1045,187,NA,"0.3",NA,NA,NA,NA,"4.25",NA,NA,NA
"474",12,1060,1045,194,NA,"0.75",NA,NA,NA,NA,"4.75",NA,NA,NA
"475",12,1060,1045,195,NA,"6.9",NA,NA,NA,NA,"4.95",NA,NA,NA
"476",13,1003,1430,199,NA,NA,NA,"0.77","0.77",NA,NA,NA,"0.18","0.18"
"477",13,1003,1430,1351,NA,NA,NA,NA,"0.22",NA,NA,NA,NA,"0.46"
"478",13,1003,1430,1352,NA,NA,NA,NA,"0.64",NA,NA,NA,NA,"0.77"
"479",13,1003,1430,1287,NA,NA,NA,"0.64",NA,NA,NA,NA,"0.8",NA
"480",13,1003,1430,1353,NA,NA,NA,NA,"0.67",NA,NA,NA,NA,"1.49"
"481",13,1003,1430,1354,NA,NA,NA,NA,"0.83",NA,NA,NA,NA,"1.75"
"482",13,1003,1430,202,NA,NA,NA,"0.95","0.95",NA,NA,NA,"1.9","1.9"
"483",13,1003,1430,198,NA,NA,NA,"0.61","0.61",NA,NA,NA,"2.25","2.25"
"484",13,1003,1430,201,NA,NA,NA,"0.91","0.91",NA,NA,NA,"3.6","3.6"
"485",13,1003,1430,1355,NA,NA,NA,NA,"0.48",NA,NA,NA,NA,"4.15"
"486",13,1003,1430,1356,NA,NA,NA,NA,"0.71",NA,NA,NA,NA,"4.3"
"487",13,1003,1430,1288,NA,NA,NA,"0.03","0.04",NA,NA,NA,"4.31","4.32"
"488",13,1003,1430,1289,NA,NA,NA,"0.92",NA,NA,NA,NA,"4.31",NA
"489",13,1003,1430,1357,NA,NA,NA,NA,"0.9",NA,NA,NA,NA,"4.36"
"490",13,1003,1430,197,NA,NA,NA,"0.23","0.23",NA,NA,NA,"4.5","4.5"
"491",13,1003,1430,200,NA,NA,NA,"0.82","0.82",NA,NA,NA,"4.6","4.6"
"492",13,1003,1430,1290,NA,NA,NA,"0.1",NA,NA,NA,NA,"4.75",NA
"493",13,1003,1430,1291,NA,NA,NA,"0.62",NA,NA,NA,NA,"4.75",NA
"494",13,1003,1430,196,NA,NA,NA,"0.12","0.12",NA,NA,NA,"4.8","4.8"
"495",13,1003,1430,1358,NA,NA,NA,NA,"0.62",NA,NA,NA,NA,"4.8"
"496",14,1446,1052,203,NA,NA,NA,"0.25","0.25",NA,NA,NA,"0.25","0.25"
"497",14,1446,1052,208,NA,NA,NA,"0.75","0.75",NA,NA,NA,"0.75","0.75"
"498",14,1446,1052,1292,NA,NA,NA,"0.25",NA,NA,NA,NA,"1.25",NA
"499",14,1446,1052,207,NA,NA,NA,"0.3","0.3",NA,NA,NA,"1.3","1.3"
"500",14,1446,1052,1293,NA,NA,NA,"0.75","0.75",NA,NA,NA,"1.75","1.75"
"501",14,1446,1052,204,NA,NA,NA,"0.25","0.25",NA,NA,NA,"2.25","2.25"
"502",14,1446,1052,209,NA,NA,NA,"0.75","0.75",NA,NA,NA,"2.55","2.55"
"503",14,1446,1052,205,NA,NA,NA,"0.25","0.25",NA,NA,NA,"2.75","2.75"
"504",14,1446,1052,210,NA,NA,NA,"0.75","0.75",NA,NA,NA,"2.75","2.75"
"505",14,1446,1052,211,NA,NA,NA,"0.75","0.75",NA,NA,NA,"3.75","3.75"
"506",14,1446,1052,206,NA,NA,NA,"0.25","0.25",NA,NA,NA,"4.25","4.25"
"507",14,1446,1052,1359,NA,NA,NA,NA,"0.75",NA,NA,NA,NA,"4.5"
"508",14,1446,1052,212,NA,NA,NA,"0.75","0.75",NA,NA,NA,"4.75","4.75"
"509",15,1031,1061,1045,NA,"0.86",NA,NA,NA,NA,"0",NA,NA,NA
"510",15,1031,1061,1361,NA,NA,NA,NA,"0.06",NA,NA,NA,NA,"0.03"
"511",15,1031,1061,1115,NA,"0.41",NA,NA,NA,NA,"0.03",NA,NA,NA
"512",15,1031,1061,1116,NA,"0.73",NA,NA,NA,NA,"0.03",NA,NA,NA
"513",15,1031,1061,1360,NA,NA,NA,NA,"98",NA,NA,NA,NA,"0.04"
"514",15,1031,1061,1362,NA,NA,NA,NA,"0.29",NA,NA,NA,NA,"0.1"
"515",15,1031,1061,1046,NA,"0.99",NA,NA,NA,NA,"0.1",NA,NA,NA
"516",15,1031,1061,1363,NA,NA,NA,NA,"0.33",NA,NA,NA,NA,"0.13"
"517",15,1031,1061,1047,NA,"0.22",NA,NA,"0.21",NA,"0.19",NA,NA,"0.18"
"518",15,1099,1061,224,NA,"0.29",NA,NA,"0.29",NA,"0.18",NA,NA,"0.18"
"519",15,1099,1061,239,NA,"0.67",NA,NA,"0.67",NA,"0.18",NA,NA,"0.18"
"520",15,1031,1061,1364,NA,NA,NA,NA,"0.08",NA,NA,NA,NA,"0.19"
"521",15,1099,1061,216,NA,"0.09",NA,NA,"0.09",NA,"0.2",NA,NA,"0.2"
